,entities,context_annotations,source,geo,conversation_id,public_metrics,text,id,lang,created_at,possibly_sensitive,author_id,reply_settings,attachments,referenced_tweets,in_reply_to_user_id
307,"{'mentions': [{'start': 5, 'end': 14, 'username': 'lH8UHOES', 'id': '1556596567'}], 'annotations': [{'start': 19, 'end': 30, 'probability': 0.9556, 'type': 'Person', 'normalized_text': 'LeBron James'}, {'start': 103, 'end': 109, 'probability': 0.9461, 'type': 'Person', 'normalized_text': 'Michael'}, {'start': 113, 'end': 116, 'probability': 0.7009, 'type': 'Person', 'normalized_text': 'Kobe'}, {'start': 120, 'end': 125, 'probability': 0.9528, 'type': 'Person', 'normalized_text': 'LeBron'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.4298154, 43.0333818]}, 'place_id': '1903f27f0c4cfac9'}",478359399061549056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","😂😂😂 ""@lH8UHOES: LeBron James ain't ever dunked from the free throw line or got away wit rape 😴😴 . Michael&gt;&gt; Kobe&gt;&gt; LeBron""",478359399061549056,en,2014-06-16T02:12:22.000Z,False,421595358,everyone,,,
308,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.9299, 'type': 'Person', 'normalized_text': 'George'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.3822351, 43.1333812]}, 'place_id': '1903f27f0c4cfac9'}",476497914223525888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","George Will is either delusional or evil. I've seen what women who report rape on campuses go thru. It's no ""privileged victim status.""",476497914223525888,en,2014-06-10T22:55:30.000Z,False,23244246,everyone,,,
309,"{'hashtags': [{'start': 105, 'end': 122, 'tag': 'daterapeisacrime'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.37344311, 43.08991506]}, 'place_id': '1903f27f0c4cfac9'}",476158568606208000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I'm a survivor of date rape; not one time, but two. When will a woman's no or lack of consent be enough? #daterapeisacrime",476158568606208000,en,2014-06-10T00:27:04.000Z,False,323011754,everyone,,,
310,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.9112, 'type': 'Person', 'normalized_text': 'George'}], 'urls': [{'start': 78, 'end': 100, 'url': 'http://t.co/fy97q3uWtG', 'expanded_url': 'http://huff.to/1liczSy', 'display_url': 'huff.to/1liczSy'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.5184701, 43.0998919]}, 'place_id': '7dc5c6d3bfb10ccc'}",476103060063006721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",George Will thinks women on campus are using rape as a social status thing. - http://t.co/fy97q3uWtG,476103060063006721,en,2014-06-09T20:46:29.000Z,False,132925299,everyone,,,
311,"{'mentions': [{'start': 35, 'end': 44, 'username': 'thewordy', 'id': '2562511909'}], 'urls': [{'start': 71, 'end': 93, 'url': 'http://t.co/tbTaOPZZjS', 'expanded_url': 'https://twitter.com/Adventuree_Time/status/474007663773097984/photo/1', 'display_url': 'pic.twitter.com/tbTaOPZZjS'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.29506779, 43.11375907]}, 'place_id': '1903f27f0c4cfac9'}",474007663773097984,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Couldnt have said it better myself @thewordy. Rape jokes are NOT okay. http://t.co/tbTaOPZZjS,474007663773097984,en,2014-06-04T02:00:08.000Z,False,130729556,everyone,{'media_keys': ['3_474007662745513984']},,
312,"{'annotations': [{'start': 35, 'end': 43, 'probability': 0.9411, 'type': 'Place', 'normalized_text': 'New Delhi'}], 'urls': [{'start': 113, 'end': 135, 'url': 'http://t.co/4RiIl5Eruo', 'expanded_url': 'https://twitter.com/Panipatti/status/473764801064497152/photo/1', 'display_url': 'pic.twitter.com/4RiIl5Eruo'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},473764801064497152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Thousands swept through streets of New Delhi in protests after Dec 2012 bus rape, demanding protection for women http://t.co/4RiIl5Eruo",473764801064497152,en,2014-06-03T09:55:05.000Z,False,104075725,everyone,{'media_keys': ['3_473764795465076736']},,
313,"{'urls': [{'start': 89, 'end': 111, 'url': 'http://t.co/Jq1x0qviy7', 'expanded_url': 'http://mobile.theverge.com/2014/5/30/5764794/stop-making-cute-anti-rape-technology', 'display_url': 'mobile.theverge.com/2014/5/30/5764…'}], 'hashtags': [{'start': 76, 'end': 88, 'tag': 'YesAllWomen'}]}",,Twitter for Android,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.4168125, 43.0775374]}}",472455018033840129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Because articles titled ""How to look cute and not get raped"" actually exist #YesAllWomen http://t.co/Jq1x0qviy7",472455018033840129,en,2014-05-30T19:10:28.000Z,False,2214377346,everyone,,,
314,,,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.29489276, 43.11354335]}}",471345878914326529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@MyEyesPryThighs at the end of the day. I do not find rape jokes funny. If you do well that's you.,471352255279398913,en,2014-05-27T18:08:29.000Z,False,130729556,everyone,,"[{'type': 'replied_to', 'id': '471351989675114496'}]",81954897
315,,,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.29494074, 43.11396792]}}",471345878914326529,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",It never ceases to amaze me how some of you think rape jokes are okay.,471345878914326529,en,2014-05-27T17:43:09.000Z,False,130729556,everyone,,,
316,"{'mentions': [{'start': 23, 'end': 38, 'username': 'CarlosNotWeird', 'id': '2853625824'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.29433808, 43.11404667]}}",470961484202123264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Is this funny to you? “@CarlosNotWeird: IF YOU CUM DURING THE RAPE LADIES ARE YOU REPORTING HIM?”,470962174983405568,en,2014-05-26T16:18:27.000Z,False,130729556,everyone,,"[{'type': 'replied_to', 'id': '470961484202123264'}]",282815887
317,"{'mentions': [{'start': 0, 'end': 9, 'username': 'drjewest', 'id': '245393009'}, {'start': 10, 'end': 21, 'username': 'anniecardi', 'id': '19272465'}]}",,Twitter for Android,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.3824729, 43.1332849]}}",470315730706399232,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@drjewest @anniecardi Whose common sense? I'm 36. I've never felt threatened by rape. No woman even half my age could say that.,470404448582660096,en,2014-05-25T03:22:14.000Z,False,23244246,everyone,,"[{'type': 'replied_to', 'id': '470403183463108609'}]",245393009
318,"{'hashtags': [{'start': 0, 'end': 12, 'tag': 'YesAllWomen'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.37332232, 43.08985064]}}",470392389874778112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#YesAllWomen have to be conscious of hanging out alone with guys. Date rape is real and it debunks that the majority are stranger rapes.,470392389874778112,en,2014-05-25T02:34:19.000Z,False,323011754,everyone,,,
319,"{'annotations': [{'start': 1, 'end': 8, 'probability': 0.8948, 'type': 'Organization', 'normalized_text': 'Dolphins'}]}",,Twitter for iPhone,"{'place_id': '42af85bead9de89c', 'coordinates': {'type': 'Point', 'coordinates': [-89.43672521, 43.16508983]}}",470323812970803200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","""Dolphins participate in gang rape and orgys"" @CheechAndChamb",470323812970803200,en,2014-05-24T22:01:49.000Z,False,55714787,everyone,,,
320,"{'mentions': [{'start': 1, 'end': 14, 'username': 'selinasaliva', 'id': '2824093537'}]}",,Twitter for iPhone,"{'place_id': '0c9f1d481696bb98', 'coordinates': {'type': 'Point', 'coordinates': [-89.27392798, 43.16790285]}}",469854327012462593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",.@selinasaliva i know you don't advocate abuse but that tweet is a common attitude that perpetuates victim blaming and enables rape culture,469899795973554176,en,2014-05-23T17:56:56.000Z,False,772384020,everyone,,"[{'type': 'replied_to', 'id': '469898692892172288'}]",61968665
321,"{'mentions': [{'start': 0, 'end': 11, 'username': '_ClaireFas', 'id': '408822913'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.4559881, 43.0705094]}, 'place_id': '1903f27f0c4cfac9'}",466760298204909569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@_ClaireFas ""don't make me mad, I control the sex in this relationship."" @MacRathmanner24 ""HA, you've obviously never heard of rape"" lmao",466760298204909569,en,2014-05-15T02:01:41.000Z,False,501703815,everyone,,,408822913
322,"{'mentions': [{'start': 0, 'end': 9, 'username': 'ElliPaps', 'id': '383568217'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.40169841, 43.06987766]}, 'place_id': '1903f27f0c4cfac9'}",465881186225881088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ElliPaps that's why you keep luring boys into the study rooms at college. Trying to rape them,465883351375953920,en,2014-05-12T15:57:01.000Z,False,393777664,everyone,,"[{'type': 'replied_to', 'id': '465881186225881088'}]",383568217
323,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51327764, 43.06454379]}, 'place_id': '1903f27f0c4cfac9'}",464804249906716672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",And I agree to the extent that rape culture is so pervasive that we need to be incredibly aggressive in combatting it.,464804249906716672,en,2014-05-09T16:29:03.000Z,False,18386639,everyone,,,
324,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51334913, 43.06461039]}, 'place_id': '1903f27f0c4cfac9'}",464804060957528065,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","It's tricky because a LOT of feminist rhetoric out there insists that if ANYTHING reinforces rape culture at all, it needs to be condemned.",464804060957528065,en,2014-05-09T16:28:18.000Z,False,18386639,everyone,,,
325,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51327202, 43.064544]}, 'place_id': '1903f27f0c4cfac9'}",464803444742955008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Or at least rape culture apology?,464803444742955008,en,2014-05-09T16:25:51.000Z,False,18386639,everyone,,,
326,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51336154, 43.0644852]}, 'place_id': '1903f27f0c4cfac9'}",464803389306859521,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","So, if we say that the good in this show simply outweighs the bad then that's why we like it, are we skirting the line of rape apology?",464803389306859521,en,2014-05-09T16:25:38.000Z,False,18386639,everyone,,,
327,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51336388, 43.06450431]}, 'place_id': '1903f27f0c4cfac9'}",464803169504333824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Then we're slammed in the face with some pretty blatant misogyny and rape culture.,464803169504333824,en,2014-05-09T16:24:45.000Z,False,18386639,everyone,,,
328,"{'mentions': [{'start': 0, 'end': 12, 'username': 'salut_nia_g', 'id': '2710579897'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51339959, 43.06446617]}, 'place_id': '1903f27f0c4cfac9'}",464638851211091968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@salut_nia_g yeah apparently there's an incest rape scene later (haven't gotten that far)...,464796940799320065,en,2014-05-09T16:00:00.000Z,False,18386639,everyone,,"[{'type': 'replied_to', 'id': '464796718836764672'}]",22646983
329,"{'mentions': [{'start': 0, 'end': 12, 'username': 'salut_nia_g', 'id': '2710579897'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51329445, 43.06432534]}, 'place_id': '1903f27f0c4cfac9'}",464638851211091968,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@salut_nia_g like... It has a lot of fan service and a couple of very not-okay rape jokes..,464796353244450816,en,2014-05-09T15:57:40.000Z,False,18386639,everyone,,"[{'type': 'replied_to', 'id': '464795940923375617'}]",18386639
330,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38886902, 43.0752071]}, 'place_id': '1903f27f0c4cfac9'}",462788810464440320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",And I really smell like rape,462788810464440320,en,2014-05-04T03:00:25.000Z,False,95281018,everyone,,,
331,"{'annotations': [{'start': 0, 'end': 6, 'probability': 0.7321, 'type': 'Person', 'normalized_text': 'Betania'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.35493593, 43.09246706]}}",462419900443541505,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Betania is cool, but this dude just made a rape joke...",462419900443541505,en,2014-05-03T02:34:30.000Z,False,52556784,everyone,,,
332,"{'annotations': [{'start': 10, 'end': 27, 'probability': 0.9906, 'type': 'Person', 'normalized_text': 'Ben Roethlisberger'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.39755097, 43.07165558]}}",462391790759182336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","""Based on Ben Roethlisberger each rape committed equals winning 1.5 Superbowls"" - @CharlieWisco",462391790759182336,en,2014-05-03T00:42:48.000Z,False,911138840,everyone,,,
333,"{'mentions': [{'start': 0, 'end': 12, 'username': 'utic_me_off', 'id': '631626500'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.40007693, 43.07178672]}}",459878248713691138,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@utic_me_off HAHAHAHAH RAPE UTIC!!!,459878520257146880,tl,2014-04-26T02:15:58.000Z,False,1447772618,everyone,,"[{'type': 'replied_to', 'id': '459878248713691138'}]",631626500
334,,,Tweetbot for iOS,{'place_id': '1903f27f0c4cfac9'},459377411490996224,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Does it make me a bad feminist if the rape in GoT didn't bother me that much? I mean, other than that there was a corpse in the room.",459377411490996224,en,2014-04-24T17:04:44.000Z,False,93968819,everyone,,,
335,,,Twitter for Android,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.4989538, 43.0455671]}}",457185832919511040,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@_NeaLanae girl , yo ass was touching on EVERYONE ! Tryna rape me in the club and shit lol",457185832919511040,en,2014-04-18T15:56:11.000Z,False,546278572,everyone,,,436810761
336,,,Twitter for Android,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.4447965, 43.0326786]}}",455697630891225088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@xRAYODESOLx she knows about the rape, abuse, STDs, crack and pregnancy but she still wants to give him a ""chance"", nothin i can do.",455706094069755905,en,2014-04-14T13:56:14.000Z,False,471512389,everyone,,"[{'type': 'replied_to', 'id': '455705826238291969'}]",867283466
337,"{'mentions': [{'start': 0, 'end': 11, 'username': 'liizzziiee', 'id': '772738474373898241'}]}",,Twitter for Android,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.5284341, 43.0729972]}}",455172983191920640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@liizzziiee Just cuz we dont hang doesnt mean id ever want someone to rape u,burn UR house down,or beat you or ANYTHING like that...",455184476189261824,en,2014-04-13T03:23:30.000Z,False,471512389,everyone,,"[{'type': 'replied_to', 'id': '455184138660638721'}]",405098406
338,"{'mentions': [{'start': 0, 'end': 16, 'username': 'gabrielduquette', 'id': '713203522867740672'}]}",,Twitter for iPhone,"{'place_id': '1903f27f0c4cfac9', 'coordinates': {'type': 'Point', 'coordinates': [-89.37324187, 43.0460848]}}",454683327757185025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@GabrielDuquette feminism happily included ""all sex is rape"" and ""kill all men"" when it needed every ally it could get, but now they're out.",454689110439911424,en,2014-04-11T18:35:06.000Z,False,15664855,everyone,,"[{'type': 'replied_to', 'id': '454688690590449664'}]",303865198
339,"{'annotations': [{'start': 25, 'end': 29, 'probability': 0.9593, 'type': 'Person', 'normalized_text': 'Alexa'}], 'hashtags': [{'start': 61, 'end': 66, 'tag': 'rape'}, {'start': 67, 'end': 72, 'tag': 'rape'}, {'start': 73, 'end': 78, 'tag': 'rape'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.47617103, 43.06963516]}}",451077889564233728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",The things I would do to Alexa if we went to school together #rape #rape #rape,451077889564233728,en,2014-04-01T19:25:24.000Z,False,313985931,everyone,,,
340,"{'hashtags': [{'start': 98, 'end': 103, 'tag': 'ugly'}, {'start': 104, 'end': 111, 'tag': 'broken'}, {'start': 112, 'end': 120, 'tag': 'ashamed'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.3650615, 43.14044159]}}",448296046306000896,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","""...serious rape, not like date rape..."" yep / this was part of a dialogue I was privy to tonight #ugly #broken #ashamed",448296046306000896,en,2014-03-25T03:11:21.000Z,False,1092803100,everyone,,,
341,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HuffingtonPost', 'id': '854402779879804928'}], 'annotations': [{'start': 42, 'end': 46, 'probability': 0.8815, 'type': 'Person', 'normalized_text': 'Jesus'}, {'start': 100, 'end': 108, 'probability': 0.6064, 'type': 'Person', 'normalized_text': 'Christian'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.43411443, 43.07295484]}, 'place_id': '93e191cd736864c0'}",447501746152427520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@HuffingtonPost don't think u need 2 know Jesus 2 know rape is wrong. On the other hand, there are ""Christian"" men who rationalize rape.",447540218602602496,en,2014-03-23T01:07:57.000Z,False,111894365,everyone,,"[{'type': 'replied_to', 'id': '447501746152427520'}]",14511951
342,"{'mentions': [{'start': 0, 'end': 9, 'username': 'GRIMACHU', 'id': '22166232'}]}",,Tweetbot for iOS,{'place_id': '93e191cd736864c0'},444843005212520448,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@GRIMACHU you mean, in regard to porn as supposedly supporting rape culture, etc.?",444845157150519296,en,2014-03-15T14:38:44.000Z,False,214458276,everyone,,"[{'type': 'replied_to', 'id': '444844806943297536'}]",22166232
343,"{'hashtags': [{'start': 128, 'end': 138, 'tag': 'ignorance'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38406213, 43.07532803]}, 'place_id': '93e191cd736864c0'}",444500183066636288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",What's with outpouring of ignorant actions/statements re: to rape over the last couple of years and months??? Too many to post! #ignorance,444500183066636288,en,2014-03-14T15:47:56.000Z,False,17669667,everyone,,,
344,"{'mentions': [{'start': 0, 'end': 9, 'username': 'MikelS75', 'id': '197058928'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.3445556, 43.0490101]}, 'place_id': '93e191cd736864c0'}",442317426386952192,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@MikelS75 So explicit scenes of rape, murder, and torture are not ""out of bounds"" for YA fiction? Just trying to hone in on the definition.",442322940458442752,en,2014-03-08T15:36:21.000Z,False,619536073,everyone,,"[{'type': 'replied_to', 'id': '442321323797512193'}]",197058928
345,"{'urls': [{'start': 18, 'end': 40, 'url': 'http://t.co/LGO3G02bfS', 'expanded_url': 'https://twitter.com/ChellyDonut_/status/442043819274821633/photo/1', 'display_url': 'pic.twitter.com/LGO3G02bfS'}]}",,iOS,"{'coordinates': {'type': 'Point', 'coordinates': [-89.394394, 43.07257]}, 'place_id': '93e191cd736864c0'}",442043819274821633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sounds like rape. http://t.co/LGO3G02bfS,442043819274821633,en,2014-03-07T21:07:13.000Z,False,33719221,everyone,{'media_keys': ['3_442043819090264064']},,
346,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.29879999, 43.12951956]}, 'place_id': '93e191cd736864c0'}",436556232858796032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@misandrymanor how about social media awareness about prison rape for example? Ideals are one thing, taking action is another.",436610185927614465,en,2014-02-20T21:15:54.000Z,False,147299175,everyone,,"[{'type': 'replied_to', 'id': '436607692447424513'}]",1908794642
347,"{'hashtags': [{'start': 0, 'end': 5, 'tag': 'oomf'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.30729521, 43.13219757]}, 'place_id': '93e191cd736864c0'}",436367482580762625,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#oomf Would Probably Rape Me. For My Eyes.. 😳..,436367482580762625,en,2014-02-20T05:11:29.000Z,False,395378517,everyone,,,
348,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.7396, 'type': 'Person', 'normalized_text': 'Ln ashley'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.3938198, 43.0766259]}, 'place_id': '93e191cd736864c0'}",431836028324691968,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Ln ashley screamed rape at a homeless black man who approached her. After she ate shit at lucky. Thats all.,431836028324691968,en,2014-02-07T17:05:06.000Z,False,425475711,everyone,,,
349,"{'mentions': [{'start': 0, 'end': 11, 'username': 'pervocracy', 'id': '245521460'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.31894623, 43.09747081]}, 'place_id': '93e191cd736864c0'}",430399377262133249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@pervocracy some people are always going to have fetishes we shouldn't encourage. At least that ones not as bad as wanting to rape people,430409768612925441,en,2014-02-03T18:37:40.000Z,False,15664855,everyone,,"[{'type': 'replied_to', 'id': '430399377262133249'}]",245521460
350,"{'annotations': [{'start': 43, 'end': 49, 'probability': 0.426, 'type': 'Product', 'normalized_text': 'Pornhub'}], 'mentions': [{'start': 1, 'end': 9, 'username': 'Pornhub', 'id': '74466455'}]}",,Twitter for Android,"{'place_id': '49f6695e8983728b', 'coordinates': {'type': 'Point', 'coordinates': [-89.2602859, 43.1708583]}}",430157190175805441,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","""@Pornhub: Don't try uploading the Game to Pornhub because we don't allow rape."" EL EM EF AY OHHHHH",430157190175805441,en,2014-02-03T01:54:00.000Z,False,411697036,everyone,,,
351,"{'annotations': [{'start': 25, 'end': 32, 'probability': 0.9768, 'type': 'Organization', 'normalized_text': 'Seahawks'}, {'start': 51, 'end': 57, 'probability': 0.9322, 'type': 'Organization', 'normalized_text': 'Broncos'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.3942192, 43.07475664]}}",430154838677012480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Is this considered rape? Seahawks are spanking the Broncos,430154838677012480,en,2014-02-03T01:44:40.000Z,False,276856279,everyone,,,
352,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Only_Booper', 'id': '551342167'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.41212633, 43.07714595]}}",429250086996934656,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@Only_Booper because he'd rape you in the ass,429250353926664192,en,2014-01-31T13:50:34.000Z,False,960939402,everyone,,"[{'type': 'replied_to', 'id': '429250086996934656'}]",551342167
353,"{'mentions': [{'start': 79, 'end': 93, 'username': 'megannntronnn', 'id': '295326828'}]}",,Twitter for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.3968698, 43.0696423]}}",428703097955696641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","""I have my Badger red lip stick"" ""You have your Badger rape whistle? "" lololol @megannntronnn is deaf",428703097955696641,en,2014-01-30T01:35:58.000Z,False,312877046,everyone,,,
354,"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.9886, 'type': 'Place', 'normalized_text': 'India'}]}",,Plume for Android,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.42552252, 43.08108108]}}",428420326565761024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",India is the only country where a woman can make such ridiculous statements about rape..,428420326565761024,en,2014-01-29T06:52:20.000Z,False,73143473,everyone,,,
355,"{'annotations': [{'start': 34, 'end': 45, 'probability': 0.9204, 'type': 'Person', 'normalized_text': 'robin thicke'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.38980122, 43.06967997]}}",427618985157214209,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","""rape rape rape rape disrespect"" -robin thicke",427618985157214209,en,2014-01-27T01:48:05.000Z,False,394466120,everyone,,,
356,"{'urls': [{'start': 118, 'end': 140, 'url': 'http://t.co/awKRWs5HCI', 'expanded_url': 'http://bloom.bg/1dxfRcu', 'display_url': 'bloom.bg/1dxfRcu'}]}",,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.33790408, 43.1010005]}}",426242960985174016,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","""Village elder""? Village idiot RT @BloombergNews: India village elder who ordered gang rape of 20-year-old arrested | http://t.co/awKRWs5HCI",426243281295376385,no,2014-01-23T06:41:32.000Z,False,29476754,everyone,,"[{'type': 'replied_to', 'id': '426242960985174016'}]",34713362
357,,,Twitter for iPhone,"{'place_id': '93e191cd736864c0', 'coordinates': {'type': 'Point', 'coordinates': [-89.38819182, 43.07485268]}}",419333484281602048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","""Hmm, they didn't really like my rape joke."" - Opening comic",419333484281602048,en,2014-01-04T05:04:28.000Z,False,335116208,everyone,,,
